iso3,age,subject,value,year,subject_label
BFR,Y16,PHED,7.14286,2023,Physical education and health
EST,Y14,OLAN,9.57447,2023,Other languages
CHL,Y8,NSCI,8.10695,2023,Natural sciences
TUR,Y11,PHED,5.32309,2023,Physical education and health
DEU,Y13,SLAN,10.53472,2022,Second language
DEU,Y15,MATH,11.86743,2022,Mathematics
NOR,Y6,SLAN,4.4247,2023,Second language
NOR,Y8,MATH,17.95529,2023,Mathematics
SVK,Y14,NSCI,10.0,2023,Natural sciences
HRV,Y7,NSCI,11.11111,2023,Natural sciences
CHL,Y13,PHED,5.34697,2023,Physical education and health
LTU,Y9,READ,30.77847,2023,"Reading, writing and literature"
TUR,Y7,SLAN,6.66667,2023,Second language
ESP,Y15,READ,15.17872,2023,"Reading, writing and literature"
GRC,Y10,MATH,12.83859,2023,Mathematics
LTU,Y10,NSCI,4.1038,2023,Natural sciences
FIN,Y8,SLAN,4.54545,2023,Second language
FRA,Y10,MATH,20.83333,2023,Mathematics
HRV,Y11,SLAN,12.5,2023,Second language
SVK,Y6,NSCI,4.54545,2023,Natural sciences
FRA,Y7,MATH,20.83333,2023,Mathematics
DEU,Y6,READ,28.80957,2022,"Reading, writing and literature"
CRI,Y15,READ,11.36364,2023,"Reading, writing and literature"
LTU,Y14,ARTS,6.44866,2023,Arts
SVN,Y8,PHED,14.20786,2023,Physical education and health
ISL,Y6,READ,23.33431,2023,"Reading, writing and literature"
EU25,Y15,OLAN,6.86728,2023,Other languages
POL,Y13,SLAN,9.29296,2023,Second language
ESP,Y13,PHED,6.64512,2023,Physical education and health
SVN,Y11,READ,17.76626,2023,"Reading, writing and literature"
TUR,Y16,SSCI,10.37879,2023,Social sciences
FIN,Y13,PHED,11.76471,2023,Physical education and health
IRL,Y10,MATH,16.68,2023,Mathematics
IRL,Y7,READ,20.0,2023,"Reading, writing and literature"
DNK,Y11,PHED,5.35714,2023,Physical education and health
BGR,Y9,READ,25.9258,2023,"Reading, writing and literature"
TUR,Y13,SSCI,5.69963,2023,Social sciences
CZE,Y12,ARTS,8.19672,2023,Arts
CZE,Y6,ARTS,11.00917,2023,Arts
OECD,Y8,ARTS,11.91788,2023,Arts
POL,Y11,MATH,16.0,2023,Mathematics
ISL,Y12,READ,16.18971,2023,"Reading, writing and literature"
DEU,Y9,MATH,19.30815,2022,Mathematics
ESP,Y8,SLAN,11.38394,2023,Second language
LVA,Y12,READ,21.17647,2023,"Reading, writing and literature"
FIN,Y15,ARTS,7.05882,2023,Arts
CRI,Y14,ARTS,9.52381,2023,Arts
CHL,Y16,PHED,1.21553,2023,Physical education and health
KOR,Y11,NSCI,15.625,2023,Natural sciences
SVK,Y12,NSCI,16.66667,2023,Natural sciences
CZE,Y11,PHED,8.19672,2023,Physical education and health
EU25,Y11,MATH,14.8855,2023,Mathematics
LTU,Y12,ARTS,6.66351,2023,Arts
DNK,Y12,ARTS,5.35714,2023,Arts
SVK,Y9,SSCI,7.69231,2023,Social sciences
DEU,Y12,READ,12.37277,2022,"Reading, writing and literature"
ESP,Y14,READ,14.99397,2023,"Reading, writing and literature"
HUN,Y14,OLAN,8.82353,2023,Other languages
CRI,Y9,READ,23.25581,2023,"Reading, writing and literature"
NOR,Y9,NSCI,5.99579,2023,Natural sciences
BGR,Y8,SLAN,8.69494,2023,Second language
TUR,Y7,PHED,16.66667,2023,Physical education and health
CRI,Y16,PHED,4.54545,2023,Physical education and health
JPN,Y11,READ,15.99634,2023,"Reading, writing and literature"
EU25,Y13,ARTS,7.01414,2023,Arts
ISR,Y13,SLAN,11.11111,2023,Second language
LVA,Y11,PHED,10.58824,2023,Physical education and health
SVN,Y9,ARTS,15.02783,2023,Arts
CRI,Y8,PHED,4.65116,2023,Physical education and health
BFR,Y14,SSCI,10.71429,2023,Social sciences
JPN,Y7,ARTS,14.31786,2023,Arts
ISR,Y14,READ,33.93047,2023,"Reading, writing and literature"
OECD,Y10,READ,19.62292,2023,"Reading, writing and literature"
SVN,Y14,READ,14.83007,2023,"Reading, writing and literature"
HUN,Y6,MATH,16.66667,2023,Mathematics
POL,Y13,NSCI,18.58593,2023,Natural sciences
ESP,Y10,PHED,10.36383,2023,Physical education and health
EST,Y12,OLAN,3.61446,2023,Other languages
FRA,Y8,PHED,12.5,2023,Physical education and health
NOR,Y15,SSCI,9.49657,2023,Social sciences
SVN,Y12,SSCI,16.86736,2023,Social sciences
HRV,Y7,SLAN,11.11111,2023,Second language
FIN,Y11,READ,19.01408,2023,"Reading, writing and literature"
HUN,Y15,OLAN,8.82353,2023,Other languages
JPN,Y6,MATH,14.81804,2023,Mathematics
HUN,Y10,PHED,17.85714,2023,Physical education and health
DEU,Y6,ARTS,12.65954,2022,Arts
SVK,Y9,NSCI,7.69231,2023,Natural sciences
TUR,Y6,ARTS,6.66667,2023,Arts
LTU,Y13,SLAN,9.67299,2023,Second language
OECD,Y7,SSCI,5.07423,2023,Social sciences
HRV,Y9,NSCI,11.11111,2023,Natural sciences
ESP,Y12,READ,15.91996,2023,"Reading, writing and literature"
LTU,Y7,NSCI,4.28691,2023,Natural sciences
FRA,Y11,MATH,16.94561,2023,Mathematics
BFR,Y16,SLAN,14.28571,2023,Second language
EU25,Y8,SLAN,7.84245,2023,Second language
LVA,Y7,NSCI,8.57143,2023,Natural sciences
AUT,Y9,READ,29.16667,2023,"Reading, writing and literature"
CHL,Y11,MATH,16.19593,2023,Mathematics
GRC,Y9,NSCI,6.63089,2023,Natural sciences
DEU,Y14,OLAN,5.98586,2022,Other languages
TUR,Y8,SSCI,10.0,2023,Social sciences
CZE,Y14,MATH,12.29508,2023,Mathematics
AUT,Y13,NSCI,18.66658,2023,Natural sciences
ISL,Y9,ARTS,18.75078,2023,Arts
OECD,Y7,OLAN,0.0,2023,Other languages
ESP,Y6,SSCI,6.32248,2023,Social sciences
ITA,Y12,MATH,20.0,2023,Mathematics
LVA,Y10,PHED,10.58824,2023,Physical education and health
LUX,Y10,NSCI,3.57143,2023,Natural sciences
ROU,Y13,OLAN,6.66667,2023,Other languages
KOR,Y8,MATH,13.7931,2023,Mathematics
LUX,Y10,SSCI,7.14286,2023,Social sciences
PRT,Y14,READ,13.32,2023,"Reading, writing and literature"
AUT,Y13,SSCI,12.44439,2023,Social sciences
GRC,Y9,SSCI,6.66922,2023,Social sciences
ROU,Y15,SSCI,14.62905,2023,Social sciences
FIN,Y11,MATH,15.84507,2023,Mathematics
PRT,Y12,SSCI,18.32,2023,Social sciences
ISR,Y17,READ,10.45017,2023,"Reading, writing and literature"
DNK,Y9,MATH,16.48352,2023,Mathematics
CRI,Y11,ARTS,4.65116,2023,Arts
LVA,Y14,MATH,14.85149,2023,Mathematics
BFR,Y13,NSCI,10.0,2023,Natural sciences
FRA,Y7,READ,41.66667,2023,"Reading, writing and literature"
TUR,Y15,NSCI,15.0,2023,Natural sciences
FRA,Y6,NSCI,6.25,2023,Natural sciences
OECD,Y12,SLAN,9.85166,2023,Second language
POL,Y11,READ,20.0,2023,"Reading, writing and literature"
FRA,Y9,SSCI,6.25,2023,Social sciences
ISL,Y10,SLAN,10.95662,2023,Second language
ISL,Y12,MATH,14.28503,2023,Mathematics
SVN,Y13,SLAN,9.95242,2023,Second language
DNK,Y10,PHED,5.35714,2023,Physical education and health
HUN,Y14,MATH,8.82353,2023,Mathematics
ISR,Y15,MATH,13.06271,2023,Mathematics
BGR,Y13,SLAN,9.52381,2023,Second language
BGR,Y15,MATH,9.375,2023,Mathematics
TUR,Y15,PHED,5.0,2023,Physical education and health
CHL,Y7,MATH,17.59749,2023,Mathematics
BGR,Y10,SLAN,11.11075,2023,Second language
BGR,Y12,MATH,15.62418,2023,Mathematics
FRA,Y13,PHED,11.15702,2023,Physical education and health
LUX,Y9,PHED,10.71429,2023,Physical education and health
CHL,Y8,PHED,10.47326,2023,Physical education and health
OECD,Y11,SSCI,8.66963,2023,Social sciences
HRV,Y10,SLAN,11.11111,2023,Second language
KOR,Y12,ARTS,8.08081,2023,Arts
LTU,Y15,MATH,12.52627,2023,Mathematics
FIN,Y7,READ,31.81818,2023,"Reading, writing and literature"
NOR,Y10,MATH,15.23355,2023,Mathematics
SVK,Y15,SSCI,10.65574,2023,Social sciences
HUN,Y7,PHED,20.83333,2023,Physical education and health
SVK,Y12,SSCI,10.0,2023,Social sciences
LTU,Y11,NSCI,7.64035,2023,Natural sciences
DEU,Y14,ARTS,6.69016,2022,Arts
ESP,Y14,MATH,12.29314,2023,Mathematics
FIN,Y13,NSCI,16.47059,2023,Natural sciences
LUX,Y14,READ,11.88484,2023,"Reading, writing and literature"
KOR,Y11,PHED,9.375,2023,Physical education and health
ISL,Y14,ARTS,7.65766,2023,Arts
SVN,Y7,ARTS,18.18209,2023,Arts
CZE,Y9,MATH,16.12903,2023,Mathematics
GRC,Y14,NSCI,11.76471,2023,Natural sciences
JPN,Y10,ARTS,9.14077,2023,Arts
NOR,Y7,SSCI,7.05387,2023,Social sciences
OECD,Y13,READ,14.74216,2023,"Reading, writing and literature"
ROU,Y15,NSCI,19.85371,2023,Natural sciences
SVK,Y14,PHED,6.66667,2023,Physical education and health
JPN,Y7,PHED,10.73839,2023,Physical education and health
ISR,Y10,SLAN,11.94824,2023,Second language
ISR,Y12,MATH,13.88889,2023,Mathematics
KOR,Y13,MATH,11.11111,2023,Mathematics
OECD,Y11,OLAN,1.36689,2023,Other languages
PRT,Y9,READ,28.0,2023,"Reading, writing and literature"
SVK,Y10,MATH,14.81481,2023,Mathematics
HUN,Y10,ARTS,10.71429,2023,Arts
IRL,Y11,SSCI,8.0,2023,Social sciences
IRL,Y9,SSCI,8.0,2023,Social sciences
ITA,Y12,OLAN,6.66667,2023,Other languages
CZE,Y10,PHED,8.06452,2023,Physical education and health
DNK,Y14,MATH,12.5,2023,Mathematics
CRI,Y15,MATH,11.36364,2023,Mathematics
ESP,Y10,NSCI,6.45608,2023,Natural sciences
EST,Y10,SLAN,10.84337,2023,Second language
EST,Y12,MATH,15.66265,2023,Mathematics
ROU,Y10,ARTS,4.7619,2023,Arts
ROU,Y17,MATH,9.23521,2023,Mathematics
AUT,Y7,ARTS,8.69565,2023,Arts
EST,Y10,MATH,15.66265,2023,Mathematics
OECD,Y15,OLAN,5.26963,2023,Other languages
JPN,Y8,SSCI,6.68066,2023,Social sciences
JPN,Y11,PHED,8.22669,2023,Physical education and health
EU25,Y10,PHED,9.92719,2023,Physical education and health
EU25,Y12,SLAN,9.97227,2023,Second language
EST,Y7,PHED,11.76471,2023,Physical education and health
ISR,Y12,READ,33.93047,2023,"Reading, writing and literature"
EU25,Y8,READ,26.3804,2023,"Reading, writing and literature"
CRI,Y6,SSCI,9.30233,2023,Social sciences
CRI,Y7,MATH,18.60465,2023,Mathematics
IRL,Y9,NSCI,4.0,2023,Natural sciences
HRV,Y12,MATH,16.0,2023,Mathematics
CHL,Y12,SSCI,10.69194,2023,Social sciences
CZE,Y14,OLAN,4.91803,2023,Other languages
GRC,Y9,PHED,10.00383,2023,Physical education and health
JPN,Y14,SSCI,13.11475,2023,Social sciences
CHL,Y11,SLAN,8.09796,2023,Second language
AUT,Y9,SLAN,4.16667,2023,Second language
EU25,Y9,READ,24.32947,2023,"Reading, writing and literature"
GRC,Y7,MATH,16.67625,2023,Mathematics
ISR,Y17,PHED,5.22508,2023,Physical education and health
FRA,Y15,READ,14.28571,2023,"Reading, writing and literature"
AUT,Y8,PHED,8.33333,2023,Physical education and health
ITA,Y14,OLAN,3.95286,2023,Other languages
GRC,Y11,SLAN,9.68999,2023,Second language
SVK,Y9,PHED,7.69231,2023,Physical education and health
LUX,Y15,ARTS,3.33333,2023,Arts
LUX,Y9,READ,25.0,2023,"Reading, writing and literature"
SVK,Y11,READ,17.24138,2023,"Reading, writing and literature"
CHL,Y16,SSCI,10.93974,2023,Social sciences
ISR,Y17,SLAN,13.06271,2023,Second language
ITA,Y13,OLAN,6.66667,2023,Other languages
SVK,Y7,ARTS,13.04348,2023,Arts
HUN,Y12,ARTS,6.66667,2023,Arts
HUN,Y6,ARTS,16.66667,2023,Arts
AUT,Y11,MATH,12.90323,2023,Mathematics
CHL,Y13,SSCI,10.69395,2023,Social sciences
HUN,Y10,READ,14.28571,2023,"Reading, writing and literature"
EST,Y15,SSCI,10.6383,2023,Social sciences
OECD,Y11,NSCI,9.02827,2023,Natural sciences
KOR,Y6,READ,25.68807,2023,"Reading, writing and literature"
TUR,Y6,MATH,16.66667,2023,Mathematics
JPN,Y11,SLAN,6.39854,2023,Second language
GRC,Y7,READ,30.01725,2023,"Reading, writing and literature"
ROU,Y7,READ,35.0,2023,"Reading, writing and literature"
FIN,Y17,NSCI,6.66667,2023,Natural sciences
FRA,Y8,NSCI,6.25,2023,Natural sciences
HRV,Y11,SSCI,14.58333,2023,Social sciences
EU25,Y15,ARTS,4.8129,2023,Arts
EU25,Y14,MATH,12.25265,2023,Mathematics
FRA,Y11,ARTS,7.53138,2023,Arts
LTU,Y15,OLAN,5.75389,2023,Other languages
CHL,Y7,READ,23.46332,2023,"Reading, writing and literature"
EU25,Y8,ARTS,12.28605,2023,Arts
EST,Y10,READ,18.07229,2023,"Reading, writing and literature"
JPN,Y7,READ,32.21518,2023,"Reading, writing and literature"
CHL,Y15,PHED,4.85713,2023,Physical education and health
CHL,Y9,PHED,10.47455,2023,Physical education and health
EST,Y11,PHED,9.63855,2023,Physical education and health
GRC,Y12,SSCI,6.06061,2023,Social sciences
SVN,Y10,NSCI,8.62932,2023,Natural sciences
ISR,Y6,READ,29.66042,2023,"Reading, writing and literature"
BFR,Y12,NSCI,10.0,2023,Natural sciences
BGR,Y12,ARTS,12.50017,2023,Arts
FRA,Y15,SLAN,19.64286,2023,Second language
LUX,Y11,ARTS,10.71429,2023,Arts
ROU,Y14,SSCI,16.66667,2023,Social sciences
JPN,Y10,MATH,15.99634,2023,Mathematics
BGR,Y15,OLAN,6.25,2023,Other languages
GRC,Y14,PHED,5.88235,2023,Physical education and health
KOR,Y6,MATH,14.6789,2023,Mathematics
AUT,Y13,PHED,11.38662,2023,Physical education and health
CRI,Y11,MATH,18.60465,2023,Mathematics
CRI,Y10,SSCI,9.30233,2023,Social sciences
EU25,Y14,READ,13.68597,2023,"Reading, writing and literature"
BFR,Y17,NSCI,10.71429,2023,Natural sciences
DEU,Y11,NSCI,9.73455,2022,Natural sciences
TUR,Y14,NSCI,15.0,2023,Natural sciences
FRA,Y14,PHED,10.8871,2023,Physical education and health
NOR,Y11,PHED,11.02707,2023,Physical education and health
DEU,Y7,NSCI,2.9911,2022,Natural sciences
LVA,Y11,NSCI,7.05882,2023,Natural sciences
EU25,Y13,SLAN,9.20255,2023,Second language
AUT,Y11,ARTS,12.90323,2023,Arts
DNK,Y15,OLAN,7.5,2023,Other languages
ISL,Y9,MATH,16.66736,2023,Mathematics
DNK,Y14,OLAN,7.5,2023,Other languages
SVN,Y7,MATH,15.90933,2023,Mathematics
ITA,Y15,NSCI,11.7273,2023,Natural sciences
LUX,Y12,PHED,10.0,2023,Physical education and health
HUN,Y6,READ,29.16667,2023,"Reading, writing and literature"
ISL,Y11,NSCI,8.09485,2023,Natural sciences
LUX,Y14,PHED,6.66667,2023,Physical education and health
GRC,Y14,SSCI,14.70588,2023,Social sciences
SVK,Y13,SSCI,10.0,2023,Social sciences
ROU,Y11,SLAN,8.0,2023,Second language
AUT,Y9,PHED,8.33333,2023,Physical education and health
ROU,Y15,PHED,3.44828,2023,Physical education and health
FIN,Y7,MATH,13.63636,2023,Mathematics
EU25,Y12,READ,16.06972,2023,"Reading, writing and literature"
GRC,Y11,READ,22.48004,2023,"Reading, writing and literature"
FRA,Y13,NSCI,11.15702,2023,Natural sciences
CZE,Y8,MATH,16.12903,2023,Mathematics
FIN,Y13,SSCI,8.23529,2023,Social sciences
LUX,Y14,SLAN,14.15355,2023,Second language
EU25,Y9,MATH,16.73862,2023,Mathematics
FRA,Y11,READ,16.94561,2023,"Reading, writing and literature"
NOR,Y10,ARTS,15.1672,2023,Arts
OECD,Y7,NSCI,6.56641,2023,Natural sciences
ISR,Y13,MATH,13.88889,2023,Mathematics
KOR,Y10,SLAN,9.375,2023,Second language
KOR,Y12,MATH,11.11111,2023,Mathematics
CHL,Y14,SSCI,9.70565,2023,Social sciences
NOR,Y15,NSCI,9.49657,2023,Natural sciences
PRT,Y7,MATH,28.0,2023,Mathematics
EST,Y10,ARTS,8.43373,2023,Arts
CHL,Y7,ARTS,11.73166,2023,Arts
EU25,Y7,OLAN,0.0,2023,Other languages
HUN,Y11,NSCI,7.14286,2023,Natural sciences
DEU,Y13,ARTS,7.3031,2022,Arts
BGR,Y12,READ,17.18756,2023,"Reading, writing and literature"
IRL,Y7,PHED,4.0,2023,Physical education and health
SVN,Y11,MATH,14.21301,2023,Mathematics
CHL,Y11,READ,16.19593,2023,"Reading, writing and literature"
HUN,Y10,SLAN,10.71429,2023,Second language
ISR,Y14,MATH,13.88889,2023,Mathematics
ESP,Y13,READ,16.44219,2023,"Reading, writing and literature"
TUR,Y10,MATH,14.23285,2023,Mathematics
ISL,Y10,PHED,8.57102,2023,Physical education and health
EU25,Y14,ARTS,5.65596,2023,Arts
ISL,Y13,MATH,13.51351,2023,Mathematics
AUT,Y6,NSCI,13.04348,2023,Natural sciences
FRA,Y9,PHED,12.5,2023,Physical education and health
GRC,Y8,SSCI,6.67178,2023,Social sciences
NOR,Y7,PHED,10.15024,2023,Physical education and health
OECD,Y12,ARTS,8.76494,2023,Arts
SVN,Y6,NSCI,7.58035,2023,Natural sciences
ROU,Y10,MATH,19.04762,2023,Mathematics
TUR,Y9,NSCI,10.0,2023,Natural sciences
BFR,Y15,READ,17.85714,2023,"Reading, writing and literature"
DNK,Y7,NSCI,3.2967,2023,Natural sciences
LUX,Y15,SLAN,8.33333,2023,Second language
ISR,Y16,MATH,13.06271,2023,Mathematics
SVK,Y11,SLAN,10.34483,2023,Second language
AUT,Y12,SSCI,12.75387,2023,Social sciences
KOR,Y11,SSCI,12.5,2023,Social sciences
FIN,Y7,ARTS,18.18182,2023,Arts
TUR,Y15,SSCI,15.15152,2023,Social sciences
FIN,Y8,PHED,9.09091,2023,Physical education and health
HRV,Y11,PHED,8.33333,2023,Physical education and health
ISL,Y14,MATH,13.51351,2023,Mathematics
ISL,Y7,NSCI,8.75036,2023,Natural sciences
OECD,Y13,ARTS,7.05255,2023,Arts
ROU,Y9,SSCI,5.0,2023,Social sciences
SVK,Y8,SSCI,4.0,2023,Social sciences
CRI,Y14,SLAN,7.14286,2023,Second language
FIN,Y15,SLAN,8.23529,2023,Second language
BFR,Y12,SSCI,13.33333,2023,Social sciences
ROU,Y7,SLAN,5.0,2023,Second language
ROU,Y9,NSCI,5.0,2023,Natural sciences
SVK,Y8,NSCI,4.0,2023,Natural sciences
CZE,Y7,NSCI,11.00917,2023,Natural sciences
SVN,Y6,SSCI,5.64311,2023,Social sciences
POL,Y12,SSCI,12.0,2023,Social sciences
CRI,Y8,SLAN,11.62791,2023,Second language
LVA,Y7,SSCI,4.28571,2023,Social sciences
IRL,Y6,MATH,16.68,2023,Mathematics
GRC,Y11,ARTS,6.46,2023,Arts
DEU,Y12,ARTS,7.86074,2022,Arts
NOR,Y10,READ,20.48169,2023,"Reading, writing and literature"
CRI,Y10,NSCI,13.95349,2023,Natural sciences
ISR,Y8,MATH,15.25632,2023,Mathematics
LUX,Y8,PHED,10.71429,2023,Physical education and health
LUX,Y9,SLAN,21.42857,2023,Second language
CZE,Y13,MATH,12.29508,2023,Mathematics
ESP,Y14,ARTS,7.20508,2023,Arts
FIN,Y14,PHED,11.76471,2023,Physical education and health
LTU,Y9,MATH,18.46708,2023,Mathematics
SVK,Y14,SSCI,13.33333,2023,Social sciences
FRA,Y12,NSCI,11.29707,2023,Natural sciences
EU25,Y13,READ,14.77692,2023,"Reading, writing and literature"
DEU,Y15,OLAN,5.6408,2022,Other languages
ISR,Y9,MATH,15.25632,2023,Mathematics
HUN,Y11,SSCI,7.14286,2023,Social sciences
EU25,Y11,OLAN,1.87927,2023,Other languages
OECD,Y8,MATH,16.35724,2023,Mathematics
BGR,Y9,MATH,12.96377,2023,Mathematics
DEU,Y8,MATH,19.72961,2022,Mathematics
HUN,Y12,MATH,10.0,2023,Mathematics
IRL,Y10,ARTS,12.0,2023,Arts
CHL,Y8,SSCI,8.10695,2023,Social sciences
DEU,Y6,SLAN,2.31639,2022,Second language
ISL,Y6,SLAN,1.66257,2023,Second language
ISL,Y8,MATH,16.66736,2023,Mathematics
EST,Y13,OLAN,9.57447,2023,Other languages
LVA,Y10,SLAN,12.94118,2023,Second language
CRI,Y16,SLAN,11.36364,2023,Second language
DNK,Y11,NSCI,5.35714,2023,Natural sciences
EU25,Y15,MATH,11.91587,2023,Mathematics
FIN,Y11,ARTS,14.78873,2023,Arts
JPN,Y9,SSCI,8.22669,2023,Social sciences
EU25,Y9,ARTS,11.86893,2023,Arts
GRC,Y13,SSCI,6.06081,2023,Social sciences
LVA,Y12,MATH,18.82353,2023,Mathematics
FIN,Y12,SSCI,6.49351,2023,Social sciences
HRV,Y7,PHED,16.66667,2023,Physical education and health
LTU,Y13,ARTS,6.44866,2023,Arts
LUX,Y11,MATH,17.85714,2023,Mathematics
PRT,Y15,READ,11.76471,2023,"Reading, writing and literature"
ESP,Y8,READ,23.28678,2023,"Reading, writing and literature"
FIN,Y16,PHED,4.0,2023,Physical education and health
HRV,Y10,ARTS,11.11111,2023,Arts
ROU,Y14,NSCI,16.66667,2023,Natural sciences
SVK,Y7,READ,34.78261,2023,"Reading, writing and literature"
SVK,Y13,NSCI,16.66667,2023,Natural sciences
CZE,Y11,NSCI,17.21311,2023,Natural sciences
LTU,Y10,PHED,12.31139,2023,Physical education and health
CRI,Y9,SLAN,11.62791,2023,Second language
LUX,Y15,READ,15.0,2023,"Reading, writing and literature"
SVK,Y15,PHED,6.55738,2023,Physical education and health
AUT,Y7,MATH,17.3913,2023,Mathematics
KOR,Y10,READ,18.75,2023,"Reading, writing and literature"
FIN,Y9,PHED,10.22727,2023,Physical education and health
GRC,Y7,ARTS,13.341,2023,Arts
LTU,Y14,MATH,12.89732,2023,Mathematics
ROU,Y16,SSCI,16.05712,2023,Social sciences
CRI,Y12,PHED,4.7619,2023,Physical education and health
BGR,Y13,ARTS,9.52381,2023,Arts
ESP,Y9,ARTS,8.4866,2023,Arts
FRA,Y7,ARTS,8.33333,2023,Arts
JPN,Y14,NSCI,13.11475,2023,Natural sciences
LUX,Y6,NSCI,10.71429,2023,Natural sciences
LUX,Y13,PHED,6.66667,2023,Physical education and health
LVA,Y11,SSCI,8.23529,2023,Social sciences
